priority,address_id,territory,street,house_number,destination_lat,destination_lon,router_distance_km,router_duration_min,snap_distance_m,detour_factor,coverage_level,best_control_id,anomaly_reasons,expected_information_gain,recommended_manual_action,owner_review_required
MEDIUM,n2323343694,Парканы,Красный переулок,2,46.82377,29.51808,4.8430,6.693,19.64,1.821,WEAK_COVERAGE,MY-028,ROUTE_STREET_LOOP;WEAK_COVERAGE,extends a partially covered local branch,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2323343695,Парканы,улица Гагарина,14,46.82215,29.51934,5.1182,7.213,19.73,1.853,WEAK_COVERAGE,MY-025,ROUTE_STREET_LOOP;STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;WEAK_COVERAGE,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,n2323343702,Парканы,улица Гагарина,40,46.81914,29.52062,5.4512,7.615,21.19,1.879,WEAK_COVERAGE,MY-025,ROUTE_STREET_LOOP;WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
MEDIUM,n2323343703,Парканы,улица Гагарина,1,46.82172,29.51932,5.1690,7.335,9.58,1.870,WEAK_COVERAGE,MY-025,ROUTE_STREET_LOOP;WEAK_COVERAGE,extends a partially covered local branch,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2323343704,Парканы,улица Гагарина,43,46.81906,29.52115,5.4310,7.490,9.80,1.846,PARTIAL_COVERAGE,MY-025,PARTIAL_COVERAGE;ROUTE_STREET_LOOP;STREET_DURATION_CONTINUITY_OUTLIER;UNIQUE_TERMINAL_BRANCH,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2323343707,Парканы,Красный переулок,28,46.82396,29.5184,4.8331,6.668,11.11,1.801,WEAK_COVERAGE,MY-028,ROUTE_STREET_LOOP;STREET_DISTANCE_CONTINUITY_OUTLIER;WEAK_COVERAGE,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
MEDIUM,n2323343709,Парканы,Красный переулок,15,46.82209,29.51989,5.0967,7.163,17.06,1.818,WEAK_COVERAGE,MY-025,ROUTE_STREET_LOOP;WEAK_COVERAGE,extends a partially covered local branch,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2323343710,Парканы,улица Ленина,133,46.81971,29.51752,5.0780,6.897,49.57,1.911,STRONG_COVERAGE,MY-025,DESTINATION_SNAP_GT30M;ROBUST_HIGH_DETOUR_FACTOR;ROUTE_STREET_LOOP;STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;STRONG_COVERAGE,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,n2323343711,Парканы,улица Ленина,1,46.83471,29.50995,3.1663,3.752,13.24,1.336,STRONG_COVERAGE,MY-023,HOUSE_NUMBER_DISAGREEMENT;ROUTE_STREET_LOOP;STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;STRONG_COVERAGE,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2323352001,Парканы,улица Шевченко,6,46.83554,29.5111,3.3454,4.008,24.41,1.343,WEAK_COVERAGE,MY-023,STREET_DURATION_CONTINUITY_OUTLIER;WEAK_COVERAGE,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2323352002,Парканы,улица Благоева,12,46.83693,29.51182,3.4970,4.237,17.17,1.334,WEAK_COVERAGE,MY-023,STREET_DURATION_CONTINUITY_OUTLIER;UNIQUE_TERMINAL_BRANCH;WEAK_COVERAGE,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
MEDIUM,n2323352009,Парканы,улица Гоголя,2,46.83823,29.51474,3.8409,4.603,6.15,1.331,WEAK_COVERAGE,MY-033,SNAPPED_STREET_NAME_MISMATCH;WEAK_COVERAGE,extends a partially covered local branch,EXTENDED_SET: inspect for higher confidence across the cluster,True
MEDIUM,n2323352013,Парканы,улица Сергея Лазо,2,46.83849,29.51691,3.9858,4.802,11.08,1.311,STRONG_COVERAGE,MY-033,ROUTE_STREET_LOOP;STRONG_COVERAGE,extends a partially covered local branch,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2323352015,Парканы,улица Энгельса,1,46.83888,29.51841,4.1467,5.007,11.84,1.312,STRONG_COVERAGE,MY-033,STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;STRONG_COVERAGE,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,n2323366443,Бендеры,улица Кавриаго,1,46.81954,29.47307,1.4088,2.050,39.06,1.557,UNCOVERED,MY-074,DESTINATION_SNAP_GT30M;UNCOVERED,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2323407148,Парканы,улица Благоева,72,46.84346,29.50982,4.8074,5.933,12.12,1.615,WEAK_COVERAGE,MY-029,STREET_DURATION_CONTINUITY_OUTLIER;WEAK_COVERAGE,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2323407151,Парканы,улица Благоева,49,46.84317,29.50959,4.1914,6.080,13.64,1.425,WEAK_COVERAGE,MY-033,STREET_DISTANCE_CONTINUITY_OUTLIER;UNIQUE_TERMINAL_BRANCH;WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2323407154,Парканы,улица Димитрова,44,46.84218,29.50813,4.0073,5.598,14.51,1.439,WEAK_COVERAGE,MY-033,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2323407160,Парканы,улица Чехова,8,46.84296,29.50925,4.1353,5.905,22.42,1.423,WEAK_COVERAGE,MY-033,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
MEDIUM,n2323407172,Парканы,улица Чехова,61,46.84445,29.51129,4.5849,5.293,19.33,1.463,WEAK_COVERAGE,MY-027,SNAPPED_STREET_NAME_MISMATCH;WEAK_COVERAGE,extends a partially covered local branch,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,n2323407230,Парканы,улица Чехова,97,46.84744,29.51685,5.1258,6.590,13.60,1.398,STRONG_COVERAGE,MY-029,STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;STRONG_COVERAGE,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2323407267,Парканы,улица Карла Маркса,348,46.86364,29.5126,7.1103,8.927,13.64,1.434,WEAK_COVERAGE,MY-030,STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;WEAK_COVERAGE,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2323407278,Парканы,улица Шевченко,1а,46.83607,29.50922,3.2860,3.880,17.90,1.367,WEAK_COVERAGE,MY-023,SNAPPED_STREET_NAME_MISMATCH;STREET_DURATION_CONTINUITY_OUTLIER;UNIQUE_TERMINAL_BRANCH;WEAK_COVERAGE,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,n2323407289,Парканы,улица Чехова,15,46.84306,29.50884,4.1224,5.873,8.07,1.425,WEAK_COVERAGE,MY-033,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
MEDIUM,n2323407290,Парканы,улица Петра Николаева,1,46.84327,29.5089,4.1703,6.055,12.90,1.431,PARTIAL_COVERAGE,MY-027,PARTIAL_COVERAGE,extends a partially covered local branch,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,n2323407298,Парканы,улица Мичурина,2,46.84585,29.51325,4.8010,5.860,7.98,1.433,WEAK_COVERAGE,MY-029,STREET_DURATION_CONTINUITY_OUTLIER;WEAK_COVERAGE,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2323574999,Бендеры,переулок Павлова,9,46.81027,29.46687,2.8825,4.197,2.06,1.475,UNCOVERED,MY-075,UNCOVERED,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2323588987,Парканы,улица Русакова,2,46.84545,29.52001,5.7298,7.698,21.72,1.552,WEAK_COVERAGE,MY-029,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2323589016,Парканы,Садовая улица,96,46.84742,29.50445,5.4082,6.863,13.97,1.756,WEAK_COVERAGE,MY-027,STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;WEAK_COVERAGE,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2323589065,Парканы,улица Кирова,87,46.84741,29.50844,4.9881,5.792,10.05,1.536,WEAK_COVERAGE,MY-027,STREET_DURATION_CONTINUITY_OUTLIER;WEAK_COVERAGE,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2323589077,Парканы,улица Кирова,150,46.85234,29.5054,5.5765,6.207,19.65,1.554,WEAK_COVERAGE,MY-027,SNAPPED_STREET_NAME_MISMATCH;WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2323589084,Парканы,улица Кирова,156,46.85278,29.50576,5.6617,6.390,7.53,1.553,WEAK_COVERAGE,MY-027,STREET_DURATION_CONTINUITY_OUTLIER;WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2323589112,Парканы,улица Мичурина,95,46.8531,29.50745,5.7926,6.702,18.34,1.549,WEAK_COVERAGE,MY-027,STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;WEAK_COVERAGE,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2323589130,Парканы,улица Мичурина,201,46.86317,29.50521,6.9641,7.783,13.28,1.488,WEAK_COVERAGE,MY-031,STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;WEAK_COVERAGE,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2323674183,Парканы,улица Романенко,72,46.85345,29.511,6.1452,7.585,17.36,1.571,PARTIAL_COVERAGE,MY-029,PARTIAL_COVERAGE;STREET_DISTANCE_CONTINUITY_OUTLIER,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2323674189,Парканы,улица Свердлова,2,46.85386,29.51125,6.1867,7.825,3.10,1.562,PARTIAL_COVERAGE,MY-032,PARTIAL_COVERAGE;STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2323674194,Парканы,улица Свердлова,58,46.85815,29.51037,6.6114,8.508,15.25,1.524,PARTIAL_COVERAGE,MY-032,PARTIAL_COVERAGE;STREET_DURATION_CONTINUITY_OUTLIER,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,n2323674199,Парканы,улица Суворова,1,46.8381,29.5234,4.6710,5.673,8.60,1.355,WEAK_COVERAGE,MY-034,ROUTE_STREET_LOOP;STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;WEAK_COVERAGE,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2323674214,Парканы,улица Суворова,169,46.85405,29.519,6.2707,8.288,5.73,1.450,WEAK_COVERAGE,MY-029,ROUTE_STREET_LOOP;STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;WEAK_COVERAGE,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2323674215,Парканы,улица Чапаева,1,46.83872,29.52478,4.8248,6.282,20.06,1.351,PARTIAL_COVERAGE,MY-034,PARTIAL_COVERAGE;STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
MEDIUM,n2323674216,Парканы,улица Чапаева,2,46.83887,29.52509,4.8353,6.307,6.92,1.343,PARTIAL_COVERAGE,MY-034,PARTIAL_COVERAGE,extends a partially covered local branch,EXTENDED_SET: inspect for higher confidence across the cluster,True
MEDIUM,n2323674217,Парканы,улица Чапаева,9,46.83962,29.52446,4.9266,6.527,19.23,1.369,PARTIAL_COVERAGE,MY-034,PARTIAL_COVERAGE,extends a partially covered local branch,EXTENDED_SET: inspect for higher confidence across the cluster,True
MEDIUM,n2323674225,Парканы,улица Чапаева,72,46.8484,29.52262,5.9210,8.748,13.54,1.460,STRONG_COVERAGE,MY-034,ROUTE_STREET_LOOP;STRONG_COVERAGE,extends a partially covered local branch,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2323674232,Парканы,улица Чапаева,241,46.85659,29.52026,6.7056,9.355,24.06,1.456,PARTIAL_COVERAGE,MY-034,PARTIAL_COVERAGE;STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;UNIQUE_TERMINAL_BRANCH,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,n2323674233,Парканы,Молодёжная улица,1,46.8445,29.52487,5.5550,7.900,10.39,1.418,STRONG_COVERAGE,MY-034,ROUTE_STREET_LOOP;STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;STRONG_COVERAGE,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2323674234,Парканы,Молодёжная улица,2,46.84457,29.52513,5.5806,8.042,8.67,1.417,WEAK_COVERAGE,MY-034,ROUTE_STREET_LOOP;WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2323674235,Парканы,Молодёжная улица,39,46.84857,29.52383,6.0364,9.135,17.63,1.459,WEAK_COVERAGE,MY-034,ROUTE_STREET_LOOP;STREET_DURATION_CONTINUITY_OUTLIER;WEAK_COVERAGE,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,n2323674239,Парканы,Молодёжная улица,69,46.85224,29.52297,6.2261,8.108,14.88,1.424,WEAK_COVERAGE,MY-032,STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;WEAK_COVERAGE,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2323674243,Парканы,Молодёжная улица,121,46.85658,29.52198,6.7398,9.412,16.89,1.438,WEAK_COVERAGE,MY-032,STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;WEAK_COVERAGE,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2323674245,Парканы,Степная улица,2,46.84464,29.52597,5.6131,8.060,12.45,1.406,WEAK_COVERAGE,MY-034,ROUTE_STREET_LOOP;STREET_DURATION_CONTINUITY_OUTLIER;WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2323674247,Парканы,Степная улица,96,46.85171,29.5244,6.3810,8.522,16.99,1.448,WEAK_COVERAGE,MY-027,STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;WEAK_COVERAGE,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2323734801,Бендеры,Индустриальная улица,68,46.80335,29.48616,2.5484,3.087,13.76,1.111,UNCOVERED,MY-068,UNCOVERED,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2323734818,Бендеры,улица Советской Армии,30,46.80408,29.48148,2.4216,2.762,4.07,1.098,WEAK_COVERAGE,MY-068,LOCAL_CORRIDOR_DISCONTINUITY;UNIQUE_TERMINAL_BRANCH;WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,n2323793868,Бендеры,Кирпичный переулок,30,46.80638,29.48313,2.4185,3.140,21.23,1.243,UNCOVERED,MY-068,UNCOVERED,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,n2323793913,Бендеры,улица Няги,23а,46.8109,29.48884,2.0750,3.510,38.19,1.377,UNCOVERED,MY-068,DESTINATION_SNAP_GT30M;UNCOVERED,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
MEDIUM,n2323793924,Бендеры,улица 28 Июня,116,46.80352,29.47977,2.4156,2.452,16.64,1.060,STRONG_COVERAGE,MY-068,SNAPPED_STREET_NAME_MISMATCH;STRONG_COVERAGE,extends a partially covered local branch,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2325366572,Бендеры,Бельцкая улица,98,46.83762,29.46581,4.4891,6.730,5.79,2.225,WEAK_COVERAGE,MY-001,SNAPPED_STREET_NAME_MISMATCH;UTURN;WEAK_COVERAGE,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2325366574,Бендеры,улица Титова,112,46.83875,29.46478,4.3410,6.543,7.17,2.006,WEAK_COVERAGE,MY-001,SNAPPED_STREET_NAME_MISMATCH;UTURN;WEAK_COVERAGE,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2325366576,Бендеры,улица Титова,2а,46.83923,29.46557,4.2279,6.280,12.74,1.951,WEAK_COVERAGE,MY-001,STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;UTURN;WEAK_COVERAGE,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2325366582,Бендеры,улица Зои Космодемьянской,1,46.83845,29.46986,3.9373,5.887,17.22,2.063,WEAK_COVERAGE,MY-001,UTURN;WEAK_COVERAGE,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,n2325366583,Бендеры,1-й переулок Петровского,29,46.83911,29.46661,4.1587,6.217,5.23,1.972,WEAK_COVERAGE,MY-001,UTURN;WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2325729632,Бендеры,улица Титова,122,46.83962,29.4639,4.4085,6.512,5.66,1.933,WEAK_COVERAGE,MY-001,SNAPPED_STREET_NAME_MISMATCH;UTURN;WEAK_COVERAGE,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2325729678,Бендеры,1-й Братский переулок,16,46.84051,29.46561,4.3832,6.847,14.74,1.923,WEAK_COVERAGE,MY-001,UTURN;WEAK_COVERAGE,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2325729685,Бендеры,1-й Братский переулок,23,46.84032,29.4653,4.3895,6.862,16.35,1.928,WEAK_COVERAGE,MY-001,UTURN;WEAK_COVERAGE,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
